reward,episode,image,idx_in_image,dataset
16.05789473684211,,6.5-training_start-0.5-4.0_red_points.png,59,segment6_1_to_6_5
23.121052631578948,,6.5-training_start-0.5-4.0_red_points.png,60,segment6_1_to_6_5
0.6473684210526329,,6.5-training_start-0.5-4.0_red_points.png,61,segment6_1_to_6_5
15.818421052631578,,6.5-training_start-0.5-4.0_red_points.png,62,segment6_1_to_6_5
14.540679824561408,,6.5-training_start-0.5-4.0_red_points.png,63,segment6_1_to_6_5
5.805263157894736,,6.5-training_start-0.5-4.0_red_points.png,64,segment6_1_to_6_5
26.73157894736842,,6.5-training_start-0.5-4.0_red_points.png,65,segment6_1_to_6_5
11.504736842105268,,6.5-training_start-0.5-4.0_red_points.png,66,segment6_1_to_6_5
22.421052631578945,,6.5-training_start-0.5-4.0_red_points.png,67,segment6_1_to_6_5
3.336842105263159,,6.5-training_start-0.5-4.0_red_points.png,68,segment6_1_to_6_5
17.628027901078,,6.5-training_start-0.5-4.0_red_points.png,69,segment6_1_to_6_5
26.07877536979704,,6.5-training_start-0.5-4.0_red_points.png,70,segment6_1_to_6_5
2.445933014354061,,6.5-training_start-0.5-4.0_red_points.png,71,segment6_1_to_6_5
19.32631578947368,,6.5-training_start-0.5-4.0_red_points.png,72,segment6_1_to_6_5
14.768235006887137,0,1-123.png,1,1-123
16.874921848849763,1,1-123.png,2,1-123
18.245742328506545,2,1-123.png,3,1-123
26.37287053701488,3,1-123.png,4,1-123
20.76039962731256,4,1-123.png,5,1-123
23.572476074340365,5,1-123.png,6,1-123
15.870844418853649,6,1-123.png,7,1-123
20.668703058363143,7,1-123.png,8,1-123
10.68191141592871,8,1-123.png,9,1-123
24.55545440028357,9,1-123.png,10,1-123
29.95372015295083,10,1-123.png,11,1-123
20.128876483096416,12,1-123.png,12,1-123
22.148005595277187,12,1-123.png,13,1-123
18.2705079854828,14,1-123.png,14,1-123
29.068119198636605,15,1-123.png,15,1-123
28.226275112097305,16,1-123.png,16,1-123
23.491577003547864,17,1-123.png,17,1-123
26.83821471139037,18,1-123.png,18,1-123
22.25428063209343,19,1-123.png,19,1-123
25.725078646694808,20,1-123.png,20,1-123
14.714252349360464,21,1-123.png,21,1-123
16.69872845275576,22,1-123.png,22,1-123
13.560986484017914,23,1-123.png,23,1-123
19.67902100370748,24,1-123.png,24,1-123
15.165019844685094,25,1-123.png,25,1-123
18.547617036785404,26,1-123.png,26,1-123
37.43714735176884,27,1-123.png,27,1-123
30.24472343940285,29,1-123.png,28,1-123
23.85015924433726,30,1-123.png,29,1-123
10.578882568082818,31,1-123.png,30,1-123
22.072252154056628,32,1-123.png,31,1-123
18.134675035166644,35,1-123.png,32,1-123
18.32945456554066,36,1-123.png,33,1-123
26.48522814178824,37,1-123.png,34,1-123
14.424709004444676,38,1-123.png,35,1-123
